license_no	public_title	public_journal	public_html	public_volume	public_date
101054454	"Sentinel Cases of Community Acquired Methicillin-Resistant Staphylococcus aureus Onboard a Naval Ship"	"Military Medicine"			200302
101054457	"Acute Kidney Failure: A Pediatric Experience Over 20 Years"	"Archives of Pediatric and Adolescent Medicine"	www.archpediatrics.com	156	200209
101054457	"Kidney Failure in Infants and Children"	"Pediatrics in Review"		23	200202
101054464	"Epidural vs patient-controlled analgesia for postoperative pain after pectus excavatum repair: a prospective, randomized trial."	"J Pediatr Surg"	www.ncbi.nlm.nih.gov/pubmed/22244408	47(1):148-53	201201
101054464	"Is epidural anesthesia truly the best pain management strategy after minimally invasive pectus excavatum repair?"	"J Pediatr Surg"	www.ncbi.nlm.nih.gov/pubmed/18206460	"43(1) 79-82"	200801
101054478	" The biomechanical efficacy of an internal fixator for treatment of distal radius fractures. "	"Clinical Orthopaedics and Related Research "		"393: 318-325"	200112
101054478	"A Proximal Tibial Lesion in a 13-year old girl"	"Clinical Orthopaedics and Related Research"		365	199908
101054478	"Challenging and Elusive Orthopaedic Injuries"	"Emergency Medicine Reports"		20	199901
101054478	"Changing Concepts in the Treatment of Scaphoid Nonunion: Vascularized Bone Graft Based on the 1,2 Intercompartmental Supraretinacular Artery "	"OperativeTechniques in Plastic and Reconstructive Surgery "		9	200409
101054478	"Differential effects of embryonic immobilization on the development of fibrocartilaginous skeletal elements"	"Rehabilitation, Research, and Development"		37	200004
101054478	"Interposition Arthroplasty with Achilles Tendon Allograft for Treatment of the Unstable Sternoclavicular Joint"	"Journal of Orthopaedic Trauma "		19(2)	200502
101054478	"Mechanical Modulation of Cartilage Structure and Function During Embryogenesis in the Chick"	"Annals of Biomedical Engineering "		32(1)	200412
101054478	"Posterior Spinal Instrumentation and Fusion of a neuromuscular scoliosis in a patient with Autosomal Dominant Osteopetrosis"	Spine		25	200001
101054478	"The Use of Ultrasound in Determining Treatment of Rugger Jersey Finger: A Case Report"	"American Journal of Orthopaedics "		33(11)	200402
101054492	"Marjolin's Ulcer Arising in a Burn Scar"	Cutis		62	199807
101054496	"Residents' Teaching File:Low G-tolerance Presenting as Insomnia"	"Aviation, Space, and Environmental Medicine"		73	200207
101054505	"5-HT activates an enteric neural reflex modulating transport response to mucosal stroking in man"	Gastro		114	199805
101054505	"5-HT induces cAMP production in crypt colonocytes at a 5-HT4 receptor"	"J Surg Res"		77	199807
101054505	"A new role for selective serotonin reuptake inhibitors: modulation of the intestinal secretory response"	"Surgical Forum"			200010
101054505	"Demise of Hunterian ligation of popliteal aneurysms?"	"AGBM of the VSSGBI"			200211
101054505	"Endogenous serotonin released by stroking of human jejunal mucosa induces chloride secretion through a 5-HT4 receptor"	Gastro		112	199705
101054505	"Guess the case"	"The Ochsner Journal"		"9 - ISSN 1524-5012"	200909
101054505	"Paradigm shifts in the treatment of AAA: Trends in 721 patients between 1996 - 2008"	"Journal of Vascular Surgery"			201006
101054505	"Stroking human jejunal mucosa induces 5-HT release and chloride secretion via afferent neurons and 5-HT4 receptor"	"Am J Physiol"		277	199909
101054505	"Technical aspects of central venous catheterization"	"Curr Opin Clin Nutr Metab Care"		1	199801
101054505	"Type II endoleak after popliteal artery aneurysm repair: a case report and literature review"	"Revista Medica Monte Klinikum"		"5 - ISSN 1678-4294"	200512
101054535	"A Tumor Sorting Protocol That Enables Enrichment of Pancreatic Adenocarcinoma Cells and Facilitation of Genetic Analyses"	"J Mol Diagn "		11(4):290-7	200907
101054535	"Criteria for the use of omics-based predictors in clinical trials"	Nature		502	201310
101054535	"Criteria for the use of omics-based predictors in clinical trials: explanation and elaboration"	"BMC Medicine"		11	201310
101054535	"Diverse somatic mutation patterns and pathway alterations in human cancers"	Nature		466	201008
101054535	"EGFR flourescence in-situ hybridization assay: guidelines for application to non-small cell lung cancer"	"J Clin Pathol "		62(11):970-7	200911
101054535	"Evaluating tumor heterogeneity in immunohistochemistry-stained breast cancer tissue"	"Lab Invest"		92	201209
101054535	"Targeted next generation sequencing identifies clinically actionable mutations in patients with melanoma"	"Pigment Cell Melanoma Res"		"Epub ahead of print"	201403
101054535	"Tissue pattern recognition error rates and tumor heterogeneity in gastric cancer"	"Appl Immunohistochem Mol Morphol"		21	201301
101054547	"Post-employment median nerve latency in pork processing employees"	"Journal of Occupational and Environmental Medicine"		42	200001
101054551	"Early  Rheumatoid  Arthritis:  Detection  and  risk  stratification"	"The  Journal  of  Musculoskeletal  Medicine"		"Vol: 15, Number 4"	199804
101054557	"Analysis of expression of melanoma associated antigens MART-1 and gp100 in metastatic melanoma cell lines and in-situ lesions"	"J Immunotherapy"		19:192-205	199601
101054557	"Application of molecular techniques to the diagnosis of microsporidial infection."	"Emerging Infectious Diseases"		2:183-191	199601
101054557	"Comparative analysis of the in vivo expression of tyrosinase, MART-1/MelanA  and gp100 in metastatic melanoma lesions"	"J Immunotherapy"		21	199801
101054557	"Distinction between PNET and Ewing's sarcoma is not predictive of tumor behaviour"	"Human Pathology"		30:911-918	199908
101054557	"Heterogeneous expression of melanoma associated antigens and HLA-A2 in in-situ metastatic melanomas"	"Int J Cancer"		75:517-524	199804
101054557	"Melanoma-associated antigens recognized by T-cells"	"Cancer Cytopathology"		87:37-42	199901
101054557	"Metastatic malignant mesothelioma presenting as a salivary gland neoplasm"	"Acta Cytologica"		42:818-820	199805
101054557	"Utility of the antibodies CA19-9, HBME-1 and thrombomodulin in the diagnosis of malignant mesotheliomas and adenocarcinomas in cytology"	"Ca ncer Cytopathology"		"84 ;101-108"	199802
101054563	"Zenapax and Effect on Clinical Outcome of Hepatitis C Post Liver Transplant"	Gastroenterology		"119 (4) Suppl 2 : A995 Abstract"	200005
101054567	"Evaluation of Resting Wall Motion Using Quantitative Measures of Ventricular Function During Dobutamine Stress Echocardiography in Pediatric Transplant Patients"	"J Am Soc Echocardiogr"		13(10):932-40	200010
101054568	"Gains & losses of the Hypoglossal-Facial component of the Baby-sitter procedure"	"Reconstructive Microsurgery"		"14 (7)"	199810
101054568	"Mandibular distraction in five neonates to avoid tracheostomy"	"Plastic & Reconstructive Surgery"		"109 (3)"	200203
101054568	"Microsurgical strategies in 74 patients for restoration of dynamic depressor muscle mechanism: a neglected target in facial reanimation."	"Plastic & Reconstructive surgery"		"105 (6)"	200005
101054578	"Quantitative Swab Culture Versus Tissie Biopsy:  A Comparison in Chronic Wounds"	"Ostomy Wound Management"		47(1)	200101
101054578	"Treatment of Adolescent Gynecomastia Using a Bipedical Technique"	"Annals of Plastic Surgery"		40(3)	199801
101054578	"Wound Complications of Abdominoplasty in Obese Patients"	"Annals of Plastic Surgery"		42(1)	199901
101054583	"HIGH AND LOW RISK PROSTATE CANCER TREATED WITH 3D CT-GUIDED BRACHYTHERAPY: 1-5 YEAR FOLLOW-UP"	"OF ENDOUROLOGY"		"14, PAGES 357-366"	200001
101054583	"PROGRESSIVE URETERAL DILATION FOR SUBSEQUENT URETEROCYSTOPLASTY"	"JOURNAL OF UROLOGY"			199601
101054583	"THREE DIMENSIONAL COMPUTED TOMOGRAPHY-GUIDED BRACHYTHERAPY FOR LOCALIZED PROSTATE CANCER IN PATIENTS WITH LARGE VOLUMES"	"OF BRACHYTHERAPY INT'L"		"16, PAGES 1-10"	200001
101054583	"THREE DIMENSIONAL COMPUTED TOMOGRAPHY-GUIDED ISHIORECTAL BRACHYTHERAPY OF PROSTATE CANCER IN PATIENTS WITH PRIOR TRANSURETHRAL RESECTION OF THE PROSTATE"	"OF BRACHYTHERAPY INT'L"		"15, PAGES 65-72"	199901
101054583	"THREE DIMENSIONAL CT-GUIDED PARARECTAL BRACHYTHERAPY OF PROSTATE CANCER WITH SEMINAL VESICLE INVOLVEMENT"	"OF BRACHYTHERAPY"			200001
101054583	"URETERAL ANATOMY"	"RECONSTRUCTIVE UROLOGY"			199601
101054618	"Alzheimer's Disease:  A Review for the Opthomologist"	"Survey of Opthomology"		"Volume 45 No. 6"	200105
101054618	"Inpatient Suicides and Suicide Attempts in Veterans Affairs Hospitals"	"Joint Commissions Journal on Quality and Patient Safety"		"34, No.8, p.482-488"	200808
101054618	"Occipital Atrophy is Associated With Visual Hallucinations in Alzheimer's Disease"	"The Journal of Neuropsychiatry and Clinical Neurosciences"		"Winter 2000; 12:25-28"	200001
101054621	"Are Mental Health Professionals Immune to Stigmatizing Beliefs?"	"Psychiatric Services"	ps.psychiatryonline.org	56	200505
101054625	NONE				200101
101054662	"Cutting Balloon Angioplasty for Infrainguinal Arterial Lesions"	"Italian Journal of Vascular and Endovascular Surgery"		2006:13	200610
101054662	"Review of Prevalence and Outcome of Vascular Disease in Patients with Diabetes Mellitus"	"European Journal of Vascular and Endovascular Surgery"		2006:31(2)	200602
101054662	"Safety of Carotid Endarterectomy:Lessons from the VA"	"Journal of the American College of Surgeons"		203	200609
101054662	"Thoracic Vascular Outlet Syndrome"	"Current Treatment Options in Cardiovascular Medicine"		4(3)	200204
101054688	N/A				200501
101054731	"ACGME Core Competencies:  Helpful Information for Psychologists"	"Journal of Clinical Psychology in Medical Settings"		15:28-39	200803
101054774	"Askins tumor"	"American College of Radiology Case in Point"			201211
101054774	"Collision tumor of the lung"	"American College of Radiology Case in Point"			201308
101054774	"Epithelioid angiolipoma"	"American College of Radiology Case in Point"			201308
101054774	"High flow priapism"	"American College of Radiology: Case in Point"			201310
101054774	"Knife wound to the internal carotid artery"	"American College of Radiology Case in Point"			201001
101054774	"Metastatic squamous cell carcinoma of the anus with abscess formation"	"American College of Radiology Case in Point"			201106
101054774	"Papillary renal cell carcinoma"	"American College of Radiology Case in Point"			201104
101054774	"Sedation, Analgesia and Anesthesia: A Primer for General and Interventional Radiologists"	RadioGraphics		33(2)	201303
101054774	"Splenic pseudoaneurysm needing embolization"	"American College of Radiology Case in Point"			201305
101054791	"Improving communication among healthcare workers: SBAR-O"	JAMDA	www.amda.com	"9 No 3"	201001
101054791	"Point of care testing in long term care: a patient safety project"	JAMDA	www.amda.com	"9 No 3"	200803
101054863	"Aging is associated with a rapid decline in frequency, alterations in subset composition, and enhanced Th2 response in CD1d-restricted NKT cells from human peripheral blood."	"Exp Gerontol"		42	200708
101054863	"From Occam's razor to multimorbidity: geriatrics comes of age."	"Aging Clin Exp Res"		20	200806
101054863	"Inhaled zanamivir versus placebo for the prevention of influenza outbreaks in an unvaccinated long-term care population."	"J Am Med Dir Assoc"		6	200511
101054863	"Inhaled zanamivir versus rimantadine for the control of influenza in a highly vaccinated long-term care population."	"J Am Med Dir Assoc"		6	200511
101054863	"Initiating influenza chemoprophylaxis with the first influenza case: a new institutional standard?"	"Clin Infect Dis"		47	200807
101054863	"Racial Inequities in Receipt of Influenza Vaccination among Nursing Home Residents in the United States, 2008-2009: A Pattern of Low Overall Coverage in Facilities in Which Most Residents are Black.  "	"J Am Med Dir Assoc"		13(5):470-6	201206
101054863	"Risk of acquiring influenza B in a nursing home from a culture-positive roommate."	"J Am Geriatr Soc"		53	200508
101054863	"The Care Transitions Intervention: Translating from Efficacy to Effectiveness."	"Arch Intern Med"		171(14):1230-37	201109
101054863	"Thymosin alpha 1 as an adjunct to influenza vaccination in the elderly: rationale and trial summaries."	"Ann N Y Acad Sci"		1112	200709
101054863	"Using Electronic Surveillance to Drive Improvement in Hospital Infection Rates. "	"Infect Control Hosp Epidemiol"		33(2):112-3	201202
101054875	"66 year old male with dyspnea, left lower lobe infiltrate and abnormal imaging"	Chest		117	200006
101054875	"Clinical bronchiectasis complicating pulmonary sarcoidosis"	"Sarcoidosis vasculitis and diffuse lung diseases"		19	200207
101054875	"Endobronchial stent placement for left postpneumonectomy syndrome"	"Journal of bronchology"		9	200209
101054875	"Hemoptysis, Part 1: Identifying the cause"	"Journal of respiratory diseases"		21	200005
101054875	"Hemoptysis, part 2: treatment options"	"Journal of respiratory diseases"		21	200006
101054889	"Exertional Collapse and Sudden Death Associated with Sickle Cell Trait"	"American Family Physician"		"54(1): 237-240"	199607
101054889	"Exertional Collapse and Sudden Death Associated with Sickle Cell Trait"	"Military Medicine"		"161(12), 766-777"	199612
101054909	"A selective cytopheretic inhibitory device to treat the immunological dysregulation of acute and chronic renal failure"	"Blood Purif."		2010;29(2)	201001
101054909	"Efficacy and Safety of Renal Tubule Cell Therapy for Acute Renal Failure"	"J Am Soc Nephrol"		19(5)	200805
101054909	"End-stage kidney disease in African Americans with lupus nephritis associates with APOL1"	"Arthritis Rheum."		"epub ahead of print"	201310
101054909	"Ethanol modulates the VR-1 variant amiloride-insensitive salt taste receptor. I. Effect on TRC volume and Na+ flux."	" J Gen Physiol."		"125 (6)"	200506
101054909	"Ethanol modulates the VR-1 variant amiloride-insensitive salt taste receptor. II. Effect on chorda tympani salt responses."	" J Gen Physiol."		"125 (6)"	200506
